Date,Open,High,Low,Close,Adj Close,Volume,symbol,return,SMA_5,SMA_15,Outcome,SMA_ratio,15MA,SD,upperband,lowerband,RC
2019-01-18,55.0,55.417598724365234,54.54499816894531,54.91299819946289,54.91299819946289,39112000,GOOG,0.007670415189852564,53.909699249267575,,B,,,,,,
2019-01-22,54.400001525878906,54.57550048828125,53.173500061035156,53.5260009765625,53.5260009765625,32270000,GOOG,-0.025258085851774803,54.167999267578125,,S,,,,,,
2019-01-23,53.86750030517578,54.246498107910156,52.98749923706055,53.778499603271484,53.778499603271484,19340000,GOOG,0.004717307889665623,54.15219955444336,53.38843307495117,B,0.9858959287752603,53.38843307495117,1.0075166979749766,55.40346647090113,51.37339967900122,
2019-01-24,53.82400131225586,53.973751068115234,53.03499984741211,53.69499969482422,53.69499969482422,27226000,GOOG,-0.0015526634075559986,54.08149948120117,53.4819330851237,S,0.9889136506600399,53.4819330851237,0.9626242984502318,55.40718168202417,51.55668448822323,0.026820292869249807
2019-01-25,54.25,54.70000076293945,54.090999603271484,54.54949951171875,54.54949951171875,22382000,GOOG,0.015913955149475356,54.09239959716797,53.73169962565104,B,0.9933317809118637,53.73169962565104,0.6546706265677968,55.04104087878663,52.42235837251545,0.07374560566079635
2019-01-28,54.00550079345703,54.150001525878906,53.189998626708984,53.50400161743164,53.50400161743164,25686000,GOOG,-0.019166040085528357,53.81060028076172,53.72959976196289,S,0.9984947107377319,53.72959976196289,0.6553950058033168,55.04038977356952,52.41880975035625,-0.0005883564284192566
2019-01-29,53.63399887084961,53.75749969482422,52.793251037597656,53.03099822998047,53.03099822998047,20436000,GOOG,-0.008840523571176484,53.71159973144531,53.70369974772135,S,0.9998529184801149,53.70369974772135,0.6758812080018891,55.05546216372513,52.35193733171757,-0.007272629375829842
2019-01-30,53.42150115966797,54.54999923706055,53.342498779296875,54.452999114990234,54.452999114990234,25596000,GOOG,0.026814522307178734,53.846499633789065,53.746299743652344,B,0.9981391568473683,53.746299743652344,0.7029264280607204,55.152152599773785,52.3404468875309,0.011874232518469308
2019-01-31,55.150001525878906,55.86650085449219,54.77050018310547,55.81850051879883,55.81850051879883,30766000,GOOG,0.02507669781282429,54.271199798583986,53.88533299763997,B,0.9928900263422206,53.88533299763997,0.8832312193144102,55.65179543626879,52.11887055901115,0.03881225212597328
2019-02-01,55.619998931884766,56.25,55.24449920654297,55.537498474121094,55.537498474121094,29244000,GOOG,-0.005034209842005644,54.46879959106445,54.020066324869795,S,0.9917616457575049,54.020066324869795,0.9725768165136922,55.965219957897176,52.074912691842414,0.037764053378177564
2019-02-04,55.632999420166016,56.63999938964844,55.45100021362305,56.63999938964844,56.63999938964844,51530000,GOOG,0.019851468752073442,55.09599914550781,54.27209955851237,B,0.9850461086145379,54.27209955851237,1.1277982708767622,56.5276961002659,52.01650301675885,0.07151975409042821
2019-02-05,56.242000579833984,57.342498779296875,55.86240005493164,57.29949951171875,57.29949951171875,71044000,GOOG,0.01164371696993416,55.94969940185547,54.6097661336263,B,0.9760511087181153,54.6097661336263,1.2279502822727864,57.065666698171874,52.15386556908073,0.0969665363101524
2019-02-06,56.97850036621094,57.349998474121094,55.63850021362305,55.76150131225586,55.76150131225586,42112000,GOOG,-0.026841389760277834,56.21139984130859,54.73669967651367,S,0.9737651051395594,54.73669967651367,1.242950737635242,57.222601151784154,52.25079820124319,0.03535261027792069
2019-02-07,55.20800018310547,55.242000579833984,54.29999923706055,54.93550109863281,54.93550109863281,40896000,GOOG,-0.01481309136562825,56.03479995727539,54.795833079020184,S,0.9778893316439092,54.795833079020184,1.2288910044642385,57.25361508794866,52.33805107009171,0.01641120542838359
2019-02-08,54.349998474121094,54.945499420166016,54.32749938964844,54.75299835205078,54.75299835205078,21516000,GOOG,-0.003322127639363126,55.877899932861325,54.81303304036458,S,0.9809429686195041,54.81303304036458,1.2261822126783215,57.26539746572122,52.36066861500794,0.004734368753516183
2019-02-11,54.84749984741211,55.29724884033203,54.643001556396484,54.7504997253418,54.7504997253418,21304000,GOOG,-4.563451836769872e-05,55.5,54.80219980875651,S,0.9874270235811984,54.80219980875651,1.225953752929004,57.25410731461452,52.3502923028985,-0.002959198722510936
2019-02-12,55.34000015258789,56.26475143432617,55.29249954223633,56.06850051879883,56.06850051879883,32182000,GOOG,0.024072854130443355,55.25380020141601,54.971699778238936,B,0.9948944611565406,54.971699778238936,1.21259335118203,57.396886480602994,52.54651307587488,0.047500270818842116
2019-02-13,56.2495002746582,56.73649978637695,55.92499923706055,56.007999420166016,56.007999420166016,20996000,GOOG,-0.0010790568335696804,55.30309982299805,55.12033309936523,S,0.9966951812065187,55.12033309936523,1.1923616787916698,57.50505645694857,52.73560974178189,0.04145708477071208
2019-02-14,55.90250015258789,56.4114990234375,55.52225112915039,56.083499908447266,56.083499908447266,18952000,GOOG,0.0013480304432025303,55.53269958496094,55.2795664469401,B,0.9954417282085565,55.2795664469401,1.1470445042440516,57.5736554554282,52.985477438452,0.04448273074211939
2019-02-15,56.50400161743164,56.583499908447266,55.532501220703125,55.682498931884766,55.682498931884766,28996000,GOOG,-0.007150070470229308,55.71859970092773,55.35509974161784,S,0.993476146901376,55.35509974161784,1.1327505400723192,57.62060082176248,53.089598661473204,0.020770115772054343
2019-02-19,55.5,56.09450149536133,55.5,55.928001403808594,55.928001403808594,20928000,GOOG,0.00440897008275698,55.95410003662109,55.5166997273763,B,0.9921828729448151,55.5166997273763,1.0167759523786124,57.550251632133524,53.483147822619074,0.04530501856121383
2019-02-20,55.9995002746582,56.170501708984375,55.263999938964844,55.689998626708984,55.689998626708984,21756000,GOOG,-0.004255520868360563,55.87839965820312,55.693966420491535,S,0.9966993822507494,55.693966420491535,0.7489819323459761,57.19193028518349,54.19600255579958,0.05014049302253709
2019-02-21,55.54199981689453,55.59700012207031,54.625999450683594,54.8484992980957,54.8484992980957,28302000,GOOG,-0.015110421069568836,55.64649963378906,55.720333099365234,S,1.0013268303678051,55.720333099365234,0.7080164377196273,57.13636597480449,54.30430022392598,0.007263147843707962
2019-02-22,55.04499816894531,55.5620002746582,54.779998779296875,55.51850128173828,55.51850128173828,20990000,GOOG,0.01221550256099424,55.53349990844727,55.70033315022786,B,1.0030041910208367,55.70033315022786,0.70928138361617,57.1188959174602,54.281770382995525,-0.005374548478949359
2019-02-25,55.79999923706055,55.926998138427734,55.36349868774414,55.470001220703125,55.470001220703125,28262000,GOOG,-0.0008735837588452755,55.49100036621094,55.69583333333333,S,1.0036912826543152,55.69583333333333,0.7106011075519639,57.11703554843726,54.27463111822941,-0.0012153455822181414
2019-02-26,55.287498474121094,55.97549819946289,54.99599838256836,55.756500244140625,55.756500244140625,29426000,GOOG,0.005164936310305457,55.45670013427734,55.63693339029948,B,1.0032499816178342,55.63693339029948,0.661683348933693,56.96030008816687,54.3135666924321,-0.015598502030868322
2019-02-27,55.34749984741211,55.89899826049805,55.04999923706055,55.8025016784668,55.8025016784668,19368000,GOOG,0.0008250416386383908,55.479200744628905,55.53713353474935,B,1.0010442253915501,55.53713353474935,0.48132514567476314,56.49978382609888,54.574483243399825,-0.026125844833004064
2019-02-28,55.564998626708984,56.38249969482422,55.550498962402344,55.99599838256836,55.99599838256836,30850000,GOOG,0.003467527409729554,55.708700561523436,55.55276667277018,B,0.997200906013217,55.55276667277018,0.49280426902275476,56.538375210815694,54.56715813472467,0.004205357904539797
2019-03-01,56.244998931884766,57.14849853515625,56.23749923706055,57.04949951171875,57.04949951171875,29006000,GOOG,0.01881386455426326,56.01490020751953,55.69369990030925,B,0.9942658059548384,55.69369990030925,0.5952937119452621,56.884287324199775,54.50311247641872,0.03848146227501226
2019-03-04,57.3494987487793,57.91400146484375,56.53450012207031,57.38999938964844,57.38999938964844,28920000,GOOG,0.005968498949929346,56.39889984130859,55.86949996948242,B,0.990613294349433,55.86949996948242,0.680869823857641,57.2312396171977,54.50776032176714,0.048161764962025844
2019-03-05,57.50299835205078,58.480499267578125,57.309749603271484,58.10150146484375,58.10150146484375,28864000,GOOG,0.01239766654055141,56.86790008544922,56.092900085449216,B,0.9863719251311285,56.092900085449216,0.8225060568712225,57.73791219919166,54.44788797170677,0.06120495258148129
2019-03-06,58.1245002746582,58.378299713134766,57.77450180053711,57.893001556396484,57.893001556396484,21986000,GOOG,-0.0035885459616465942,57.28600006103515,56.21453348795573,S,0.9812961880400476,56.21453348795573,0.9444982299019934,58.10352994775971,54.32553702815174,0.03254057127826937
2019-03-07,57.7859992980957,57.83774948120117,56.74549865722656,57.165000915527344,57.165000915527344,23332000,GOOG,-0.012574933434051805,57.51980056762695,56.291666920979814,S,0.9786485065224939,56.291666920979814,0.9732333885558123,58.23813369809144,54.34520014386819,0.020657790089619654
2019-03-08,56.33649826049805,57.354000091552734,56.165000915527344,57.11600112915039,57.11600112915039,24248000,GOOG,-0.000857164096775942,57.53310089111328,56.36050033569336,S,0.9796186797294453,56.36050033569336,0.9937550717690591,58.348010479231476,54.37299019215524,0.018410071097356928
2019-03-11,57.22249984741211,58.80950164794922,57.22249984741211,58.78799819946289,58.78799819946289,34384000,GOOG,0.02927370679420971,57.81270065307617,56.56753362019857,B,0.9784620504004884,56.56753362019857,1.1531263794874655,58.873786379173495,54.26128086122364,0.055771549897159156
2019-03-12,58.91299819946289,60.0,58.91299819946289,59.65999984741211,59.65999984741211,40262000,GOOG,0.014832987593668134,58.12440032958985,56.8163335164388,B,0.9774953925419659,56.8163335164388,1.3846513574619372,59.58563623136268,54.04703080151493,0.06672862161939097
2019-03-13,60.032249450683594,60.04650115966797,59.59700012207031,59.66600036621094,59.66600036621094,28718000,GOOG,0.00010057859225898191,58.479000091552734,57.081400299072264,B,0.9761008261035169,57.081400299072264,1.5268945193741945,60.135189337820655,54.02761126032387,0.07139525655500845
2019-03-14,59.72549819946289,59.89400100708008,59.2239990234375,59.27750015258789,59.27750015258789,23456000,GOOG,-0.0065112494760593,58.90149993896485,57.37666702270508,S,0.9741121547356207,57.37666702270508,1.492097453282883,60.36086192927085,54.39247211613931,0.0807497180628598
2019-03-15,59.66899871826172,59.82849884033203,59.13050079345703,59.222999572753906,59.222999572753906,49236000,GOOG,-0.0009194142751245415,59.322899627685544,57.623633575439456,S,0.9713556474327655,57.623633575439456,1.4689705854594315,60.56157474635832,54.685692404520594,0.06672547358972292
2019-03-18,59.165000915527344,59.5,58.87105178833008,59.2130012512207,59.2130012512207,25852000,GOOG,-0.0001688249768727612,59.40790023803711,57.87316691080729,S,0.9741661745141571,57.87316691080729,1.3929464696099765,60.65905985002725,55.08727397158734,0.06747791505583334
2019-03-19,59.44049835205078,60.0,59.29349899291992,59.942501068115234,59.942501068115234,30414000,GOOG,0.01231992639250823,59.46440048217774,58.1522336324056,B,0.977933573043162,58.1522336324056,1.357463251043067,60.86716013449173,55.43730713031946,0.07507646293518055
2019-03-20,59.86750030517578,61.356998443603516,59.80849838256836,61.19850158691406,61.19850158691406,44548000,GOOG,0.0209534219696903,59.77090072631836,58.511966959635416,B,0.9789373465786068,58.511966959635416,1.4044642569209795,61.32089547347738,55.70303844579345,0.09669817205577869
2019-03-21,60.79999923706055,61.589500427246094,60.657501220703125,61.57699966430664,61.57699966430664,24080000,GOOG,0.006184760534619249,60.23080062866211,58.8840337117513,B,0.9776398968160167,58.8840337117513,1.4293630066028116,61.742759724956926,56.025307698545674,0.09966785918537457
2019-03-22,61.316001892089844,61.5,60.14125061035156,60.275001525878906,60.275001525878906,34284000,GOOG,-0.02114422829182505,60.44120101928711,59.09906717936198,S,0.9777943883097749,59.09906717936198,1.3752606327265642,61.84958844481511,56.34854591390885,0.056538655759768686
2019-03-25,59.846500396728516,60.31990051269531,59.35200119018555,59.650001525878906,59.650001525878906,29936000,GOOG,-0.010369141172591356,60.52860107421875,59.249733988444014,S,0.9788716893653858,59.249733988444014,1.2961727713579327,61.84207953115988,56.657388445728145,0.039379720513433414
2019-03-26,59.92649841308594,60.14149856567383,58.83599853515625,59.23099899291992,59.23099899291992,38024000,GOOG,-0.007024350750053254,60.38630065917969,59.325033823649086,S,0.9824253709211235,59.325033823649086,1.2569167502552492,61.83886732415959,56.811200323138586,0.019440074689973663
2019-03-27,59.275001525878906,59.37794876098633,57.96849822998047,58.6510009765625,58.6510009765625,28004000,GOOG,-0.009792136317450129,59.876800537109375,59.37556711832682,S,0.9916289211466482,59.37556711832682,1.2095765402890044,61.79472019890483,56.956414037748814,0.013093109698719019
2019-03-28,58.57699966430664,58.578250885009766,57.97154998779297,58.42449951171875,58.42449951171875,19234000,GOOG,-0.0038618516491177868,59.246300506591794,59.45953369140625,S,1.0035990970405102,59.45953369140625,1.0821680147444954,61.62386972089524,57.29519766191726,0.022032687413974905
2019-03-29,58.744998931884766,58.949501037597656,58.14400100708008,58.66550064086914,58.66550064086914,25398000,GOOG,0.004125001175269816,58.924400329589844,59.56283365885417,B,1.010834787043963,59.56283365885417,0.9013286595661831,61.36549097798653,57.7601763397218,0.0271289915450319
