Date,Open,High,Low,Close,Adj Close,Volume,symbol,return,SMA_5,SMA_15,Outcome,SMA_ratio,15MA,SD,upperband,lowerband,RC,prev_close,TR,ATR_5,ATR_15,ATR_Ratio,prev_high,prev_low,+DM,-DM,+DM_5,-DM_5,+DM_15,-DM_15,+DI_5,-DI_5,+DI_15,-DI_15,DX_5,DX_15,ADX_5,ADX_15
2019-01-02,50.82849884033203,52.61600112915039,50.785499572753906,52.29249954223633,52.29249954223633,30652000,GOOG,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-03,52.04999923706055,52.8489990234375,50.70349884033203,50.803001403808594,50.803001403808594,36822000,GOOG,-0.02848397287310156,,,S,,,,,,,52.29249954223633,2.1455001831054688,,,,52.61600112915039,50.785499572753906,0.23299789428710938,0.0,,,,,,,,,,,,
2019-01-04,51.62950134277344,53.54199981689453,51.37089920043945,53.535499572753906,53.535499572753906,41878000,GOOG,0.05378615620022131,,,B,,,,,,,50.803001403808594,2.7389984130859375,,,,52.8489990234375,50.70349884033203,0.6930007934570312,0.0,,,,,,,,,,,,
2019-01-07,53.57500076293945,53.70000076293945,52.737998962402344,53.419498443603516,53.419498443603516,39638000,GOOG,-0.002166807633741219,,,S,,,,,,,53.535499572753906,0.9620018005371094,,,,53.54199981689453,51.37089920043945,0.15800094604492188,0.0,,,,,,,,,,,,
2019-01-08,53.80550003051758,54.22800064086914,53.0265007019043,53.81399917602539,53.81399917602539,35298000,GOOG,0.00738495762625635,52.77289962768555,,B,,,,,,,53.419498443603516,1.2014999389648438,,,,53.70000076293945,52.737998962402344,0.5279998779296875,0.0,,,,,,,,,,,,
2019-01-09,54.08250045776367,54.131500244140625,53.31999969482422,53.733001708984375,53.733001708984375,23986000,GOOG,-0.0015051374787454774,53.06100006103516,,S,,,,,,,53.81399917602539,0.8115005493164062,1.5719001770019532,,,54.22800064086914,53.0265007019043,0.0,0.0,0.32239990234375,0.0,,,20.51020205103962,0.0,,,100.0,,,
2019-01-10,53.382999420166016,53.557498931884766,52.885501861572266,53.51649856567383,53.51649856567383,29128000,GOOG,-0.0040292396930124985,53.6036994934082,,S,,,,,,,53.733001708984375,0.8474998474121094,1.4270201110839844,,,54.131500244140625,53.31999969482422,0.0,0.4344978332519531,0.257919921875,0.08689956665039063,,,18.07402151319931,6.089582478580523,,,50.0,,,
2019-01-11,53.159000396728516,53.188751220703125,52.42399978637695,52.859500885009766,52.859500885009766,30416000,GOOG,-0.012276544584803428,53.468499755859376,,S,,,,,,,53.51649856567383,1.092498779296875,1.3601158447265624,,,53.557498931884766,52.885501861572266,0.0,0.4615020751953125,0.2063359375,0.16182006835937499,,,15.17046789065837,11.897521007992323,,,12.0,,,
2019-01-14,52.34600067138672,52.576499938964844,52.06275177001953,52.234500885009766,52.234500885009766,22886000,GOOG,-0.011823796848926427,53.231500244140626,,S,,,,,,,52.859500885009766,0.7967491149902344,1.247442498779297,,,53.188751220703125,52.42399978637695,0.0,0.3612480163574219,0.16506875000000001,0.20170565795898437,,,13.232573859038027,16.169535522187708,,,10.0,,,
2019-01-15,52.50849914550781,54.002498626708984,52.367000579833984,53.85749816894531,53.85749816894531,29272000,GOOG,0.0310713657915187,53.24020004272461,,B,,,,,,,52.234500885009766,1.7679977416992188,1.3515535473632814,,,52.576499938964844,52.06275177001953,1.4259986877441406,0.0,0.41725473754882814,0.1613645263671875,,,30.872231319494663,11.939188549502187,,,44.0,,43.2,
