Date,Open,High,Low,Close,Adj Close,Volume,symbol,return,SMA_5,SMA_15,SMA_ratio
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.94325256347656,148158800,AAPL,,,,
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.16383361816406,365248800,AAPL,-0.09960737025028876,,,
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.622257232666016,234428400,AAPL,0.04268930277240135,,,
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.54296875,219111200,AAPL,-0.002225831939036471,,,
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.220523834228516,164101200,AAPL,0.01906312082634498,37.352499389648436,,
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.835609436035156,180396400,AAPL,0.016981741682214002,37.12199935913086,,
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.95335006713867,143122800,AAPL,0.003196174424155096,37.70249938964844,,
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.59053421020508,108092800,AAPL,-0.009818008684413626,37.90399932861328,,
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,36.04032516479492,129756800,AAPL,-0.015037056846080588,38.00749969482422,,
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.77796173095703,114843600,AAPL,0.020466715494791732,38.12350006103516,,
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.22725296020508,122278800,AAPL,0.01221660042928363,38.20500030517578,,
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.44829559326172,119284800,AAPL,0.005937770455975322,38.30800018310547,,
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.67896270751953,135004000,AAPL,0.006159416849145227,38.53450088500976,,
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.833213806152344,121576000,AAPL,-0.022446142762788446,38.699501037597656,,
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.982181549072266,92522400,AAPL,0.004044325537150728,38.742000579833984,38.07266667683919,0.9827233004755259
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.68905258178711,101766000,AAPL,-0.00792620345125028,38.630000305175784,37.98566665649414,0.9833203819934914
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.90481185913086,134142000,AAPL,0.03313685435310676,38.725,38.2451665242513,0.9876092065655597
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.55402755737305,104768400,AAPL,-0.009254510052704501,38.69899978637695,38.37916666666667,0.9917353646999716
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.16477584838867,166348800,AAPL,-0.010364749483978586,38.767999267578126,38.49166666666667,0.9928721469734819
2019-01-30,40.8125,41.537498474121094,40.057498931884766,41.3125,39.70442199707031,244439200,AAPL,0.06833467691179762,39.33449935913086,38.733333333333334,0.9847165710612261
2019-01-31,41.52750015258789,42.25,41.13999938964844,41.61000061035156,39.99034118652344,162958400,AAPL,0.007201225061459926,40.02149963378906,38.95216674804688,0.9732810390533349
